trial_id,condition,noise_seed,offset_id,start_radius,start_angle_rad,start_x,start_y,status,success,transition_time,first_entry_time,relapse,control_cost_l2,control_effort_l1,endpoint_x,endpoint_y,endpoint_distance_to_c2,endpoint_nearest_cluster,min_distance_to_c2,path_length,steps_completed
O02-N01-capture_hook_lock_on,capture_hook_lock_on,1,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.36,1.36,False,3.862170500031831,6.119913109367908,13.40641446575106,25.896896553398165,0.13924285590951133,C2,0.020600109976507235,6.319533908724073,1250
O02-N02-free_field,free_field,2,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,TIMEOUT,False,,,False,0.0,0.0,10.743638103765514,32.52868335409938,7.086694380393984,C3,3.5383371565957598,5.236085164876454,1250
O02-N02-minimal_control,minimal_control,2,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,16.56,16.62,False,0.40000000000000324,2.0000000000000013,13.312001501902115,25.822980049426317,0.2582237366861726,C2,0.1561092571999986,10.17127886738301,1250
O02-N02-capture_hook_lock_off,capture_hook_lock_off,2,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.34,1.34,False,3.1017924258390766,2.007649308515182,13.312001548437216,25.822980073726164,0.258223686148267,C2,0.03991859673486022,6.324483529422972,1250
O02-N02-capture_hook_lock_on,capture_hook_lock_on,2,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.34,1.34,False,3.818107966033952,6.081543785539204,13.40845809430714,25.89113564960751,0.1422370109509461,C2,0.025271067457803272,6.2818327646479935,1250
O02-N03-free_field,free_field,3,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,TIMEOUT,False,,,False,0.0,0.0,10.483837432836147,32.55865804094561,7.218949503190955,C3,3.5396917568777733,5.253762722462453,1250
O02-N03-minimal_control,minimal_control,3,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,TIMEOUT,False,,24.88,False,0.40000000000000324,2.0000000000000013,13.752917518770502,25.84835211454376,0.29489718965153905,C2,0.29489718965153905,10.115326716008191,1250
O02-N03-capture_hook_lock_off,capture_hook_lock_off,3,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.36,1.3800000000000001,False,3.2373282555838974,2.0796029335315125,13.30901569946266,25.836061743700814,0.2516957586654062,C2,0.04391222290419205,6.333871312844432,1250
O02-N03-capture_hook_lock_on,capture_hook_lock_on,3,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.36,1.3800000000000001,False,3.938219843772707,6.114175717298533,13.405425489657446,25.90153978892011,0.13652381174150566,C2,0.03189108159964729,6.280616283948265,1250
O02-N04-free_field,free_field,4,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,TIMEOUT,False,,,False,0.0,0.0,10.369424636275447,32.45746944130939,7.176309197171186,C3,3.5411862419251547,5.255250330332728,1250
O02-N04-minimal_control,minimal_control,4,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,TIMEOUT,False,,24.900000000000002,False,0.40000000000000324,2.0000000000000013,13.768400192637174,25.838315073331092,0.3133379627807681,C2,0.3133379627807681,10.190124447117634,1250
O02-N04-capture_hook_lock_off,capture_hook_lock_off,4,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.36,1.36,False,3.1355938066639015,2.0337222008252773,13.301127395365466,25.827645064641736,0.26316636680334954,C2,0.03691401276414656,6.407846919546169,1250
O02-N04-capture_hook_lock_on,capture_hook_lock_on,4,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.36,1.36,False,3.8534366878994555,6.11015206545573,13.402250863847716,25.895980263012166,0.14274102178958892,C2,0.02075886993888265,6.350396069751041,1250
O02-N05-free_field,free_field,5,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,TIMEOUT,False,,,False,0.0,0.0,10.655592919396298,32.51923541915979,7.112740828303532,C3,3.539462720684724,5.202649023998932,1250
O02-N05-minimal_control,minimal_control,5,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,17.06,17.12,False,0.40000000000000324,2.0000000000000013,13.299571001156878,25.826158595207318,0.26531607112564753,C2,0.16590841886127056,10.224251235281354,1250
O02-N05-capture_hook_lock_off,capture_hook_lock_off,5,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.32,1.34,False,3.103877224694932,2.008328106287561,13.299571116407318,25.826158655103132,0.2653159448162901,C2,0.030254651506706875,6.314612268210505,1250
O02-N05-capture_hook_lock_on,capture_hook_lock_on,5,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.32,1.34,False,3.818938324271374,6.080380812694638,13.40068444904449,25.89480057604336,0.14467376217685615,C2,0.019123333009364554,6.261782804562271,1250
O02-N06-free_field,free_field,6,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,TIMEOUT,False,,,False,0.0,0.0,10.66214242015191,32.53269632406152,7.1224684559433555,C3,3.5411862419251547,5.276595152256818,1250
O02-N06-minimal_control,minimal_control,6,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,17.52,17.580000000000002,False,0.40000000000000324,2.0000000000000013,13.302143046978395,25.823911244860277,0.26486718095236117,C2,0.15401970377336963,10.257533348515448,1250
O02-N06-capture_hook_lock_off,capture_hook_lock_off,6,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.34,1.36,False,3.178348077406206,2.046253274608273,13.302143200940428,25.823911372852773,0.26486698085018995,C2,0.04386699854196522,6.401837177171265,1250
O02-N06-capture_hook_lock_on,capture_hook_lock_on,6,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.34,1.36,False,3.892228922448186,6.11806929634148,13.40229488491564,25.892020396324778,0.14562240323352013,C2,0.030849665523928038,6.352318248108656,1250
O02-N07-free_field,free_field,7,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,TIMEOUT,False,,,False,0.0,0.0,10.521263163990549,32.49075061019216,7.141618627587829,C3,3.5402799029450924,5.252362876217383,1250
O02-N07-minimal_control,minimal_control,7,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,17.76,17.8,False,0.40000000000000324,2.0000000000000013,13.305339883041286,25.82583112814403,0.26120366968701053,C2,0.15716093606966863,10.221342357685565,1250
O02-N07-capture_hook_lock_off,capture_hook_lock_off,7,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.34,1.36,False,3.1668101536982234,2.0426408189565097,13.305340007145682,25.82583133329299,0.2612034404071679,C2,0.04516974421262967,6.397751548569459,1250
O02-N07-capture_hook_lock_on,capture_hook_lock_on,7,2,0.2,0.7853981633974483,11.14142135623731,28.64142135623731,SUCCESS,True,1.34,1.36,False,3.8914199582965514,6.147871231671743,13.405236704220965,25.89572640178123,0.14090090671246489,C2,0.027438251408532722,6.34583765256166,1250
O03-N00-free_field,free_field,0,3,0.2,1.5707963267948966,11.0,28.7,TIMEOUT,False,,,False,0.0,0.0,7.584813059313326,30.598662227537346,7.492471609972835,C3,3.679673898594819,5.269958194284981,1250
O03-N00-minimal_control,minimal_control,0,3,0.2,1.5707963267948966,11.0,28.7,TIMEOUT,False,,,False,0.40000000000000324,2.0000000000000013,11.167576719598053,32.436897310051926,6.846447643786863,C3,3.6774618499721377,4.93680157394794,1250
O03-N00-capture_hook_lock_off,capture_hook_lock_off,0,3,0.2,1.5707963267948966,11.0,28.7,SUCCESS,True,1.44,1.46,False,3.3581670216737893,2.180968012808649,13.296880270993183,25.83276883049585,0.26310432981144183,C2,0.03270381214888825,6.489193768212778,1250
O03-N00-capture_hook_lock_on,capture_hook_lock_on,0,3,0.2,1.5707963267948966,11.0,28.7,SUCCESS,True,1.44,1.46,False,4.071965962343489,6.241883772750173,13.398747725295955,25.899588970341473,0.14259873074410256,C2,0.020506882040629986,6.45269796682034,1250
O03-N01-free_field,free_field,1,3,0.2,1.5707963267948966,11.0,28.7,TIMEOUT,False,,,False,0.0,0.0,7.580418677733333,30.603168154357935,7.498706561015934,C3,3.679673898594819,5.328285239200799,1250
O03-N01-minimal_control,minimal_control,1,3,0.2,1.5707963267948966,11.0,28.7,TIMEOUT,False,,,False,0.40000000000000324,2.0000000000000013,10.985321290553452,32.418716006847156,6.893730788789163,C3,3.679673898594819,4.937682925115318,1250
O03-N01-capture_hook_lock_off,capture_hook_lock_off,1,3,0.2,1.5707963267948966,11.0,28.7,SUCCESS,True,1.46,1.46,False,3.3258592169552808,2.1716996054050717,13.304274511105211,25.82020478173456,0.2657720593181709,C2,0.0345706252532537,6.503003660943473,1250
O03-N01-capture_hook_lock_on,capture_hook_lock_on,1,3,0.2,1.5707963267948966,11.0,28.7,SUCCESS,True,1.46,1.46,False,4.054289449241597,6.271978716418767,13.40578007082891,25.891592819887325,0.1436297732121964,C2,0.027036609804490824,6.451504393587426,1250
