pair,actuator,path_index,center_sample,ordinal_time_a_s,ordinal_time_b_s,normalized_u,theta_a_deg,theta_b_deg,kappa_ordinal_deg,janus_reverse_deg,janus_antisymmetry_error_deg,pairing_status
P05_BEFORE_AFTER_EQ,1,0,512,1.0,1.0,0.0,6.626598348276332,5.882432561986917,-0.7441657862894147,0.7441657862894147,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,1,640,1.25,1.25,0.013888888888888888,5.915041630951407,4.926870884236678,-0.9881707467147294,0.9881707467147294,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,2,768,1.5,1.5,0.027777777777777776,5.705852579426704,4.744039001732148,-0.9618135776945564,0.9618135776945564,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,3,896,1.75,1.75,0.041666666666666664,5.55874805343214,4.537657918174034,-1.021090135258106,1.021090135258106,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,4,1024,2.0,2.0,0.05555555555555555,5.258591155985243,4.386123017018463,-0.8724681389667808,0.8724681389667808,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,5,1152,2.25,2.25,0.06944444444444445,5.476980362249549,4.7943153169912875,-0.6826650452582612,0.6826650452582612,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,6,1280,2.5,2.5,0.08333333333333333,5.5778277740130875,4.887013494389123,-0.6908142796239645,0.6908142796239645,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,7,1408,2.75,2.75,0.09722222222222222,5.722552554088196,5.098022209600543,-0.6245303444876527,0.6245303444876527,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,8,1536,3.0,3.0,0.1111111111111111,5.883172319390411,5.199952943755818,-0.683219375634593,0.683219375634593,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,9,1664,3.25,3.25,0.125,5.621335318724874,4.787953776849747,-0.8333815418751271,0.8333815418751271,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,10,1792,3.5,3.5,0.1388888888888889,5.524816508724797,4.701256811887163,-0.8235596968376342,0.8235596968376342,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,11,1920,3.75,3.75,0.1527777777777778,5.357275376519283,4.488010825857714,-0.869264550661569,0.869264550661569,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,12,2048,4.0,4.0,0.16666666666666666,5.121356722728677,4.3541490414415875,-0.7672076812870898,0.7672076812870898,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,13,2176,4.25,4.25,0.18055555555555555,5.380748310237919,4.7565194224324046,-0.6242288878055149,0.6242288878055149,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,14,2304,4.5,4.5,0.19444444444444445,5.480171051478749,4.8450198640172175,-0.6351511874615312,0.6351511874615312,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,15,2432,4.75,4.75,0.20833333333333334,5.619997972221569,5.040364922685285,-0.5796330495362838,0.5796330495362838,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,16,2560,5.0,5.0,0.2222222222222222,5.774498285412903,5.134021204604494,-0.6404770808084095,0.6404770808084095,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,17,2688,5.25,5.25,0.2361111111111111,5.519948898027764,4.743027120070764,-0.7769217779569999,0.7769217779569999,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,18,2816,5.5,5.5,0.25,5.434674664753402,4.662600094756812,-0.7720745699965903,0.7720745699965903,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,19,2944,5.75,5.75,0.2638888888888889,5.267229063374515,4.457003819737963,-0.8102252436365518,0.8102252436365518,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,20,3072,6.0,6.0,0.2777777777777778,5.054664863054342,4.338198813940096,-0.7164660491142456,0.7164660491142456,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,21,3200,6.25,6.25,0.2916666666666667,5.318599605604334,4.729305934459916,-0.5892936711444179,0.5892936711444179,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,22,3328,6.5,6.5,0.3055555555555556,5.414318115593204,4.810915623422716,-0.6034024921704884,0.6034024921704884,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,23,3456,6.75,6.75,0.3194444444444444,5.552525436016907,4.999123025021021,-0.5534024109958864,0.5534024109958864,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,24,3584,7.0,7.0,0.3333333333333333,5.7031405522201055,5.085170307060707,-0.6179702451593982,0.6179702451593982,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,25,3712,7.25,7.25,0.3472222222222222,5.454898431980212,4.7100504363179425,-0.7448479956622691,0.7448479956622691,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,26,3840,7.5,7.5,0.3611111111111111,5.374119897044892,4.63521791501077,-0.7389019820341218,0.7389019820341218,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,27,3968,7.75,7.75,0.375,5.213703883829737,4.439081162055203,-0.7746227217745343,0.7746227217745343,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,28,4096,8.0,8.0,0.3888888888888889,5.0278214986344665,4.322313538812864,-0.7055079598216025,0.7055079598216025,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,29,4224,8.25,8.25,0.4027777777777778,5.285041951783882,4.691275020810906,-0.5937669309729756,0.5937669309729756,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,30,4352,8.5,8.5,0.4166666666666667,5.3700658021434435,4.770802440276725,-0.5992633618667185,0.5992633618667185,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,31,4480,8.75,8.75,0.4305555555555556,5.507044338517289,4.945995225190785,-0.5610491133265043,0.5610491133265043,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,32,4608,9.0,9.0,0.4444444444444444,5.643212728224228,5.030045709367499,-0.6131670188567284,0.6131670188567284,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,33,4736,9.25,9.25,0.4583333333333333,5.3966079278380334,4.679794458120966,-0.7168134697170672,0.7168134697170672,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,34,4864,9.5,9.5,0.4722222222222222,5.323185724821116,4.609107373623175,-0.7140783511979407,0.7140783511979407,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,35,4992,9.75,9.75,0.4861111111111111,5.164883928187834,4.420879835558253,-0.7440040926295808,0.7440040926295808,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,36,5120,10.0,10.0,0.5,4.996144296400445,4.30732124811297,-0.6888230482874746,0.6888230482874746,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,37,5248,10.25,10.25,0.5138888888888888,5.259539207236514,4.661674729548423,-0.5978644776880913,0.5978644776880913,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,38,5376,10.5,10.5,0.5277777777777778,5.340643992706731,4.738690380874118,-0.601953611832613,0.601953611832613,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,39,5504,10.75,10.75,0.5416666666666666,5.475691638995443,4.907807951102939,-0.567883687892504,0.567883687892504,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,40,5632,11.0,11.0,0.5555555555555556,5.5966152789616785,4.994329231906079,-0.6022860470555997,0.6022860470555997,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,41,5760,11.25,11.25,0.5694444444444444,5.350496783527916,4.654293241642478,-0.6962035418854384,0.6962035418854384,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,42,5888,11.5,11.5,0.5833333333333334,5.28197102274558,4.585520400685795,-0.6964506220597855,0.6964506220597855,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,43,6016,11.75,11.75,0.5972222222222222,5.12878247141316,4.401766684990065,-0.7270157864230953,0.7270157864230953,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,44,6144,12.0,12.0,0.6111111111111112,4.97451663347897,4.286902056717366,-0.6876145767616038,0.6876145767616038,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,45,6272,12.25,12.25,0.625,5.233628930759153,4.63396946147671,-0.5996594692824431,0.5996594692824431,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,46,6400,12.5,12.5,0.6388888888888888,5.311517999627938,4.711432613751498,-0.6000853858764401,0.6000853858764401,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,47,6528,12.75,12.75,0.6527777777777778,5.446191648551263,4.877225791029872,-0.5689658575213912,0.5689658575213912,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,48,6656,13.0,13.0,0.6666666666666666,5.56009744913959,4.96393466070387,-0.5961627884357199,0.5961627884357199,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,49,6784,13.25,13.25,0.6805555555555556,5.308705849382193,4.631582865388708,-0.6771229839934847,0.6771229839934847,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,50,6912,13.5,13.5,0.6944444444444444,5.245597165687798,4.562334718532185,-0.683262447155613,0.683262447155613,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,51,7040,13.75,13.75,0.7083333333333334,5.0887221324148015,4.383353861856307,-0.7053682705584947,0.7053682705584947,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,52,7168,14.0,14.0,0.7222222222222222,4.952521160392791,4.275790700123849,-0.6767304602689421,0.6767304602689421,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,53,7296,14.25,14.25,0.7361111111111112,5.222147498766361,4.616520572748215,-0.6056269260181466,0.6056269260181466,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,54,7424,14.5,14.5,0.75,5.294006422559363,4.689821901847296,-0.6041845207120673,0.6041845207120673,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,55,7552,14.75,14.75,0.7638888888888888,5.430499893540656,4.8519728787630925,-0.5785270147775634,0.5785270147775634,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,56,7680,15.0,15.0,0.7777777777777778,5.5276215986487784,4.9352724186584,-0.5923491799903786,0.5923491799903786,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,57,7808,15.25,15.25,0.7916666666666666,5.27049953715823,4.612909577154198,-0.6575899600040316,0.6575899600040316,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,58,7936,15.5,15.5,0.8055555555555556,5.211127921088234,4.549152098266745,-0.6619758228214891,0.6619758228214891,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,59,8064,15.75,15.75,0.8194444444444444,5.05297004490788,4.372938432969875,-0.6800316119380057,0.6800316119380057,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,60,8192,16.0,16.0,0.8333333333333334,4.921284282458743,4.2721963087579695,-0.6490879737007731,0.6490879737007731,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,61,8320,16.25,16.25,0.8472222222222222,5.195958567923498,4.605679465297925,-0.5902791026255727,0.5902791026255727,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,62,8448,16.5,16.5,0.8611111111111112,5.26878288813208,4.676729225166156,-0.5920536629659239,0.5920536629659239,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,63,8576,16.75,16.75,0.875,5.405366969015631,4.832075012224152,-0.5732919567914792,0.5732919567914792,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,64,8704,17.0,17.0,0.8888888888888888,5.502849237493962,4.903715077509958,-0.5991341599840041,0.5991341599840041,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,65,8832,17.25,17.25,0.9027777777777778,5.242805933219813,4.582851592027225,-0.6599543411925879,0.6599543411925879,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,66,8960,17.5,17.5,0.9166666666666666,5.184101553154022,4.519553777175815,-0.6645477759782068,0.6645477759782068,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,67,9088,17.75,17.75,0.9305555555555556,5.026438309903767,4.34723157049666,-0.6792067394071069,0.6792067394071069,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,68,9216,18.0,18.0,0.9444444444444444,4.90382993224685,4.249760558194112,-0.6540693740527388,0.6540693740527388,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,69,9344,18.25,18.25,0.9583333333333334,5.1777339000312566,4.585913966566835,-0.5918199334644214,0.5918199334644214,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,70,9472,18.5,18.5,0.9722222222222222,5.2451557998358,4.659938937227622,-0.5852168626081777,0.5852168626081777,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,71,9600,18.75,18.75,0.9861111111111112,5.428170215781876,4.848439779499984,-0.579730436281892,0.579730436281892,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,1,72,9728,19.0,19.0,1.0,5.809016604314252,4.989278323331746,-0.8197382809825058,0.8197382809825058,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,2,0,512,1.0,1.0,0.0,5.695541763074658,5.004687072959854,-0.6908546901148043,0.6908546901148043,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,2,1,640,1.25,1.25,0.013888888888888888,4.946953352343797,4.194022173646033,-0.7529311786977644,0.7529311786977644,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,2,2,768,1.5,1.5,0.027777777777777776,4.9830304151627445,4.30407604693886,-0.6789543682238843,0.6789543682238843,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,2,3,896,1.75,1.75,0.041666666666666664,4.924275796449706,4.312650704924238,-0.6116250915254682,0.6116250915254682,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,2,4,1024,2.0,2.0,0.05555555555555555,5.215313700084977,4.834280864719318,-0.3810328353656587,0.3810328353656587,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,2,5,1152,2.25,2.25,0.06944444444444445,5.408575750961546,4.986135650592217,-0.4224401003693288,0.4224401003693288,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P05_BEFORE_AFTER_EQ,2,6,1280,2.5,2.5,0.08333333333333333,5.2924639700181615,4.7805057845823455,-0.511958185435816,0.511958185435816,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
